date,time,day,incident,min_delay
2022-01-06T00:00:00Z,20:01:00,Thursday,Operations - Operator,30
2022-01-06T00:00:00Z,20:02:00,Thursday,Cleaning - Unsanitary,32
2022-01-06T00:00:00Z,20:08:00,Thursday,Operations - Operator,8
2022-01-06T00:00:00Z,20:16:00,Thursday,Operations - Operator,21
2022-01-06T00:00:00Z,20:20:00,Thursday,Operations - Operator,10
2022-01-06T00:00:00Z,20:46:00,Thursday,Mechanical,11
2022-01-06T00:00:00Z,20:49:00,Thursday,Operations - Operator,19
2022-01-06T00:00:00Z,20:55:00,Thursday,Operations - Operator,16
2022-01-06T00:00:00Z,20:57:00,Thursday,Operations - Operator,13
2022-01-06T00:00:00Z,20:59:00,Thursday,Operations - Operator,0
2022-01-06T00:00:00Z,21:02:00,Thursday,Operations - Operator,8
2022-01-06T00:00:00Z,21:09:00,Thursday,Operations - Operator,8
2022-01-06T00:00:00Z,21:11:00,Thursday,Operations - Operator,23
2022-01-06T00:00:00Z,21:17:00,Thursday,Operations - Operator,0
2022-01-06T00:00:00Z,21:32:00,Thursday,Operations - Operator,25
2022-01-06T00:00:00Z,22:03:00,Thursday,Mechanical,24
2022-01-06T00:00:00Z,22:38:00,Thursday,Mechanical,5
2022-01-06T00:00:00Z,23:25:00,Thursday,Investigation,10
2022-01-06T00:00:00Z,23:46:00,Thursday,Cleaning - Unsanitary,30
2022-01-06T00:00:00Z,23:55:00,Thursday,Diversion,88
2022-01-06T00:00:00Z,00:14:00,Thursday,Mechanical,10
2022-01-06T00:00:00Z,01:15:00,Thursday,Operations - Operator,30
2022-01-06T00:00:00Z,01:15:00,Thursday,Operations - Operator,30
2022-01-06T00:00:00Z,01:23:00,Thursday,Operations - Operator,5
2022-01-06T00:00:00Z,01:26:00,Thursday,Operations - Operator,13
2022-01-06T00:00:00Z,01:40:00,Thursday,Mechanical,18
2022-01-06T00:00:00Z,01:40:00,Thursday,Operations - Operator,20
2022-01-06T00:00:00Z,01:41:00,Thursday,Operations - Operator,17
2022-01-06T00:00:00Z,01:44:00,Thursday,Security,13
2022-01-06T00:00:00Z,01:58:00,Thursday,Operations - Operator,17
2022-01-07T00:00:00Z,02:18:00,Friday,Operations - Operator,30
2022-01-07T00:00:00Z,04:11:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,04:31:00,Friday,Cleaning - Unsanitary,17
2022-01-07T00:00:00Z,04:37:00,Friday,Operations - Operator,30
2022-01-07T00:00:00Z,04:43:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,04:50:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,04:52:00,Friday,Collision - TTC,0
2022-01-07T00:00:00Z,05:02:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,05:04:00,Friday,Operations - Operator,24
2022-01-07T00:00:00Z,05:07:00,Friday,Mechanical,22
2022-01-07T00:00:00Z,05:13:00,Friday,Operations - Operator,18
2022-01-07T00:00:00Z,05:15:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,05:22:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,05:31:00,Friday,Collision - TTC,24
2022-01-07T00:00:00Z,05:33:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,05:33:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,05:35:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,05:37:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,05:38:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,05:40:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,05:43:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,05:45:00,Friday,Operations - Operator,23
2022-01-07T00:00:00Z,05:47:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,05:50:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,05:51:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,05:53:00,Friday,Mechanical,21
2022-01-07T00:00:00Z,05:55:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,05:58:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,05:58:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,05:59:00,Friday,Operations - Operator,16
2022-01-07T00:00:00Z,05:59:00,Friday,Operations - Operator,19
2022-01-07T00:00:00Z,06:00:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,06:01:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,06:02:00,Friday,Operations - Operator,22
2022-01-07T00:00:00Z,06:04:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,06:05:00,Friday,Mechanical,6
2022-01-07T00:00:00Z,06:07:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,06:07:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,06:12:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,06:13:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,06:15:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,06:17:00,Friday,Mechanical,5
2022-01-07T00:00:00Z,06:27:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,06:32:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,06:34:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,06:34:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,06:39:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,06:40:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,06:41:00,Friday,Mechanical,4
2022-01-07T00:00:00Z,06:42:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,06:43:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,06:44:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,06:46:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,06:46:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,06:56:00,Friday,Mechanical,5
2022-01-07T00:00:00Z,06:56:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,06:57:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,07:00:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,07:01:00,Friday,Mechanical,7
2022-01-07T00:00:00Z,07:04:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,07:06:00,Friday,Mechanical,8
2022-01-07T00:00:00Z,07:08:00,Friday,Mechanical,15
2022-01-07T00:00:00Z,07:11:00,Friday,Security,6
2022-01-07T00:00:00Z,07:19:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,07:22:00,Friday,Collision - TTC,10
2022-01-07T00:00:00Z,07:24:00,Friday,Mechanical,12
2022-01-07T00:00:00Z,07:24:00,Friday,Mechanical,12
2022-01-07T00:00:00Z,07:26:00,Friday,Mechanical,10
2022-01-07T00:00:00Z,07:26:00,Friday,General Delay,6
2022-01-07T00:00:00Z,07:33:00,Friday,Mechanical,15
2022-01-07T00:00:00Z,07:36:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,07:55:00,Friday,Collision - TTC,11
2022-01-07T00:00:00Z,08:06:00,Friday,Operations - Operator,18
2022-01-07T00:00:00Z,08:27:00,Friday,Cleaning - Unsanitary,10
2022-01-07T00:00:00Z,08:27:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,08:29:00,Friday,Mechanical,7
2022-01-07T00:00:00Z,08:33:00,Friday,Cleaning - Unsanitary,10
2022-01-07T00:00:00Z,08:43:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,08:53:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,08:57:00,Friday,Operations - Operator,32
2022-01-07T00:00:00Z,08:59:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:00:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,09:04:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,09:07:00,Friday,Operations - Operator,34
2022-01-07T00:00:00Z,09:07:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,09:13:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,09:13:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,09:18:00,Friday,Operations - Operator,18
2022-01-07T00:00:00Z,09:19:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:20:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,09:21:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,09:24:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:27:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:29:00,Friday,Collision - TTC,20
2022-01-07T00:00:00Z,09:30:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,09:33:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:35:00,Friday,Mechanical,30
2022-01-07T00:00:00Z,09:35:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,09:36:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:38:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:40:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,09:43:00,Friday,Operations - Operator,18
2022-01-07T00:00:00Z,09:44:00,Friday,Mechanical,30
2022-01-07T00:00:00Z,09:57:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,10:01:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,10:26:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,10:35:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,10:58:00,Friday,Security,9
2022-01-07T00:00:00Z,11:12:00,Friday,Mechanical,12
2022-01-07T00:00:00Z,11:29:00,Friday,Diversion,120
2022-01-07T00:00:00Z,11:37:00,Friday,Operations - Operator,18
2022-01-07T00:00:00Z,11:50:00,Friday,Operations - Operator,25
2022-01-07T00:00:00Z,11:55:00,Friday,Mechanical,8
2022-01-07T00:00:00Z,12:05:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,12:13:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,12:20:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,12:21:00,Friday,Mechanical,12
2022-01-07T00:00:00Z,12:24:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,12:25:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,12:29:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,12:33:00,Friday,Operations - Operator,24
2022-01-07T00:00:00Z,12:39:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,12:48:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,12:51:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,12:54:00,Friday,Operations - Operator,24
2022-01-07T00:00:00Z,12:54:00,Friday,Collision - TTC,25
2022-01-07T00:00:00Z,12:55:00,Friday,Mechanical,7
2022-01-07T00:00:00Z,12:59:00,Friday,Security,8
2022-01-07T00:00:00Z,13:00:00,Friday,Operations - Operator,22
2022-01-07T00:00:00Z,13:00:00,Friday,Operations - Operator,16
2022-01-07T00:00:00Z,13:08:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,13:10:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,13:20:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,13:22:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,13:24:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,13:24:00,Friday,Security,20
2022-01-07T00:00:00Z,13:25:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,13:29:00,Friday,Mechanical,5
2022-01-07T00:00:00Z,13:37:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,13:37:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,13:37:00,Friday,Security,10
2022-01-07T00:00:00Z,13:39:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,13:47:00,Friday,Collision - TTC,25
2022-01-07T00:00:00Z,13:48:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,13:50:00,Friday,Diversion,60
2022-01-07T00:00:00Z,13:51:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,13:55:00,Friday,Diversion,60
2022-01-07T00:00:00Z,13:56:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,13:57:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,13:57:00,Friday,Operations - Operator,30
2022-01-07T00:00:00Z,14:02:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,14:09:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,14:09:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,14:14:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,14:14:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,14:15:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,14:17:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,14:17:00,Friday,Operations - Operator,16
2022-01-07T00:00:00Z,14:24:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,14:30:00,Friday,Operations - Operator,3
2022-01-07T00:00:00Z,14:31:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,14:36:00,Friday,Operations - Operator,21
2022-01-07T00:00:00Z,14:38:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,14:39:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,14:40:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,14:40:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,14:41:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,14:43:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,14:45:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,14:46:00,Friday,Operations - Operator,25
2022-01-07T00:00:00Z,14:46:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,14:50:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,14:51:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,14:52:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,14:52:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,14:55:00,Friday,Collision - TTC,10
2022-01-07T00:00:00Z,14:56:00,Friday,Investigation,9
2022-01-07T00:00:00Z,14:58:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,14:58:00,Friday,Mechanical,120
2022-01-07T00:00:00Z,15:00:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,15:02:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,15:02:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,15:03:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,15:07:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,15:08:00,Friday,Operations - Operator,15
2022-01-07T00:00:00Z,15:16:00,Friday,Operations - Operator,21
2022-01-07T00:00:00Z,15:17:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,15:23:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,15:25:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,15:27:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,15:29:00,Friday,Mechanical,18
2022-01-07T00:00:00Z,15:31:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,15:31:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,15:35:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,15:35:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,15:35:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,15:37:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,15:37:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,15:45:00,Friday,Operations - Operator,17
2022-01-07T00:00:00Z,15:46:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,15:48:00,Friday,Mechanical,25
2022-01-07T00:00:00Z,15:52:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,15:54:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,16:01:00,Friday,Collision - TTC,6
2022-01-07T00:00:00Z,16:03:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,16:05:00,Friday,Operations - Operator,18
2022-01-07T00:00:00Z,16:08:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,16:11:00,Friday,Emergency Services,10
2022-01-07T00:00:00Z,16:13:00,Friday,Operations - Operator,24
2022-01-07T00:00:00Z,16:18:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,16:24:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,16:25:00,Friday,Mechanical,11
2022-01-07T00:00:00Z,16:28:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,16:30:00,Friday,Operations - Operator,30
2022-01-07T00:00:00Z,16:30:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,16:40:00,Friday,Operations - Operator,24
2022-01-07T00:00:00Z,16:45:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,16:45:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,16:50:00,Friday,Operations - Operator,11
2022-01-07T00:00:00Z,16:51:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,16:52:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,16:52:00,Friday,Operations - Operator,4
2022-01-07T00:00:00Z,16:55:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,16:55:00,Friday,Operations - Operator,14
2022-01-07T00:00:00Z,16:55:00,Friday,Mechanical,11
2022-01-07T00:00:00Z,17:02:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,17:02:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,17:03:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,17:05:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,17:05:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,17:12:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,17:14:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,17:14:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,17:17:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,17:17:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,17:23:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,17:25:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,17:26:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,17:29:00,Friday,Mechanical,12
2022-01-07T00:00:00Z,17:33:00,Friday,Operations - Operator,21
2022-01-07T00:00:00Z,17:35:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,17:36:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,17:42:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,17:59:00,Friday,Mechanical,9
2022-01-07T00:00:00Z,17:59:00,Friday,Cleaning - Unsanitary,11
2022-01-07T00:00:00Z,18:00:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,18:00:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,18:02:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,18:04:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,18:05:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,18:21:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,18:30:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,18:32:00,Friday,Operations - Operator,23
2022-01-07T00:00:00Z,18:35:00,Friday,Operations - Operator,5
2022-01-07T00:00:00Z,18:38:00,Friday,Operations - Operator,12
2022-01-07T00:00:00Z,18:38:00,Friday,Diversion,41
2022-01-07T00:00:00Z,18:40:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,18:42:00,Friday,Operations - Operator,6
2022-01-07T00:00:00Z,18:45:00,Friday,Vision,12
2022-01-07T00:00:00Z,18:51:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,18:51:00,Friday,Diversion,41
2022-01-07T00:00:00Z,18:56:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,19:18:00,Friday,Operations - Operator,21
2022-01-07T00:00:00Z,19:30:00,Friday,Mechanical,23
2022-01-07T00:00:00Z,19:39:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,19:45:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,19:59:00,Friday,Cleaning - Unsanitary,27
2022-01-07T00:00:00Z,20:00:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,20:08:00,Friday,Operations - Operator,20
2022-01-07T00:00:00Z,20:09:00,Friday,Investigation,0
2022-01-07T00:00:00Z,20:10:00,Friday,Operations - Operator,22
2022-01-07T00:00:00Z,20:20:00,Friday,Mechanical,13
2022-01-07T00:00:00Z,20:21:00,Friday,Mechanical,20
2022-01-07T00:00:00Z,20:35:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,20:36:00,Friday,Operations - Operator,10
2022-01-07T00:00:00Z,20:38:00,Friday,Operations - Operator,16
2022-01-07T00:00:00Z,20:54:00,Friday,Mechanical,16
2022-01-07T00:00:00Z,21:05:00,Friday,Operations - Operator,19
2022-01-07T00:00:00Z,21:11:00,Friday,Mechanical,15
2022-01-07T00:00:00Z,21:12:00,Friday,Operations - Operator,7
2022-01-07T00:00:00Z,21:14:00,Friday,Operations - Operator,9
2022-01-07T00:00:00Z,21:25:00,Friday,Emergency Services,22
2022-01-07T00:00:00Z,21:34:00,Friday,Operations - Operator,8
2022-01-07T00:00:00Z,21:54:00,Friday,Security,20
2022-01-07T00:00:00Z,22:33:00,Friday,General Delay,9
2022-01-07T00:00:00Z,22:37:00,Friday,Mechanical,30
2022-01-07T00:00:00Z,22:47:00,Friday,Mechanical,10
2022-01-07T00:00:00Z,22:58:00,Friday,Mechanical,20
2022-01-07T00:00:00Z,23:06:00,Friday,Utilized Off Route,20
2022-01-07T00:00:00Z,23:43:00,Friday,Mechanical,19
2022-01-07T00:00:00Z,23:55:00,Friday,Operations - Operator,13
2022-01-07T00:00:00Z,00:10:00,Friday,Security,22
2022-01-07T00:00:00Z,01:26:00,Friday,Operations - Operator,30
2022-01-07T00:00:00Z,01:58:00,Friday,Operations - Operator,17
2022-01-08T00:00:00Z,02:47:00,Saturday,Operations - Operator,17
2022-01-08T00:00:00Z,03:28:00,Saturday,Emergency Services,3
2022-01-08T00:00:00Z,04:48:00,Saturday,Mechanical,28
2022-01-08T00:00:00Z,04:52:00,Saturday,Security,4
2022-01-08T00:00:00Z,04:57:00,Saturday,Operations - Operator,3
2022-01-08T00:00:00Z,04:58:00,Saturday,Operations - Operator,25
2022-01-08T00:00:00Z,05:12:00,Saturday,Security,10
2022-01-08T00:00:00Z,05:25:00,Saturday,Operations - Operator,15
2022-01-08T00:00:00Z,05:30:00,Saturday,Operations - Operator,20
2022-01-08T00:00:00Z,05:31:00,Saturday,Operations - Operator,11
2022-01-08T00:00:00Z,05:35:00,Saturday,Operations - Operator,12
2022-01-08T00:00:00Z,05:35:00,Saturday,Operations - Operator,11
2022-01-08T00:00:00Z,05:38:00,Saturday,Operations - Operator,32
2022-01-08T00:00:00Z,05:41:00,Saturday,Operations - Operator,21
2022-01-08T00:00:00Z,05:45:00,Saturday,Operations - Operator,25
2022-01-08T00:00:00Z,05:48:00,Saturday,Operations - Operator,35
2022-01-08T00:00:00Z,05:48:00,Saturday,Operations - Operator,32
2022-01-08T00:00:00Z,05:49:00,Saturday,Operations - Operator,20
2022-01-08T00:00:00Z,05:56:00,Saturday,Operations - Operator,19
2022-01-08T00:00:00Z,06:10:00,Saturday,Mechanical,6
2022-01-08T00:00:00Z,06:24:00,Saturday,Mechanical,18
2022-01-08T00:00:00Z,06:41:00,Saturday,Mechanical,9
2022-01-08T00:00:00Z,07:01:00,Saturday,Diversion,12
2022-01-08T00:00:00Z,07:03:00,Saturday,Mechanical,24
2022-01-08T00:00:00Z,07:05:00,Saturday,Operations - Operator,7
2022-01-08T00:00:00Z,07:07:00,Saturday,Operations - Operator,10
2022-01-08T00:00:00Z,07:31:00,Saturday,Mechanical,30
2022-01-08T00:00:00Z,07:31:00,Saturday,Mechanical,15
2022-01-08T00:00:00Z,07:43:00,Saturday,Mechanical,10
2022-01-08T00:00:00Z,07:43:00,Saturday,Mechanical,13
2022-01-08T00:00:00Z,07:46:00,Saturday,Mechanical,10
2022-01-08T00:00:00Z,07:49:00,Saturday,Mechanical,10
2022-01-08T00:00:00Z,07:52:00,Saturday,Operations - Operator,7
2022-01-08T00:00:00Z,08:08:00,Saturday,Operations - Operator,17
2022-01-08T00:00:00Z,08:18:00,Saturday,Mechanical,1
2022-01-08T00:00:00Z,08:29:00,Saturday,Operations - Operator,12
2022-01-08T00:00:00Z,08:31:00,Saturday,Operations - Operator,7
2022-01-08T00:00:00Z,08:34:00,Saturday,Operations - Operator,18
2022-01-08T00:00:00Z,08:34:00,Saturday,Operations - Operator,18
2022-01-08T00:00:00Z,08:36:00,Saturday,Operations - Operator,13
2022-01-08T00:00:00Z,08:44:00,Saturday,Operations - Operator,21
2022-01-08T00:00:00Z,08:54:00,Saturday,Operations - Operator,5
2022-01-08T00:00:00Z,09:01:00,Saturday,Operations - Operator,20
2022-01-08T00:00:00Z,09:05:00,Saturday,Operations - Operator,10
2022-01-08T00:00:00Z,09:06:00,Saturday,Operations - Operator,17
2022-01-08T00:00:00Z,09:14:00,Saturday,Operations - Operator,8
2022-01-08T00:00:00Z,09:21:00,Saturday,Mechanical,15
2022-01-08T00:00:00Z,09:23:00,Saturday,Security,9
2022-01-08T00:00:00Z,09:39:00,Saturday,Operations - Operator,10
2022-01-08T00:00:00Z,09:41:00,Saturday,Collision - TTC,12
2022-01-08T00:00:00Z,09:42:00,Saturday,Operations - Operator,17
2022-01-08T00:00:00Z,10:00:00,Saturday,Mechanical,9
2022-01-08T00:00:00Z,10:01:00,Saturday,Operations - Operator,12
2022-01-08T00:00:00Z,10:02:00,Saturday,Security,10
2022-01-08T00:00:00Z,10:07:00,Saturday,Mechanical,20
2022-01-08T00:00:00Z,10:18:00,Saturday,Operations - Operator,9
2022-01-08T00:00:00Z,10:28:00,Saturday,Mechanical,9
2022-01-08T00:00:00Z,10:48:00,Saturday,Operations - Operator,18
2022-01-08T00:00:00Z,11:12:00,Saturday,Security,10
2022-01-08T00:00:00Z,11:39:00,Saturday,Operations - Operator,10
2022-01-08T00:00:00Z,11:57:00,Saturday,Mechanical,10
2022-01-08T00:00:00Z,11:58:00,Saturday,Mechanical,9
2022-01-08T00:00:00Z,11:59:00,Saturday,Mechanical,9
2022-01-08T00:00:00Z,12:00:00,Saturday,Operations - Operator,6
2022-01-08T00:00:00Z,12:16:00,Saturday,Operations - Operator,6
2022-01-08T00:00:00Z,12:19:00,Saturday,Vision,10
2022-01-08T00:00:00Z,12:28:00,Saturday,Operations - Operator,18
2022-01-08T00:00:00Z,12:35:00,Saturday,Security,10
2022-01-08T00:00:00Z,12:42:00,Saturday,Mechanical,8
2022-01-08T00:00:00Z,12:46:00,Saturday,Operations - Operator,12
2022-01-08T00:00:00Z,12:57:00,Saturday,Operations - Operator,17
2022-01-08T00:00:00Z,13:18:00,Saturday,Vision,5
2022-01-08T00:00:00Z,13:31:00,Saturday,Mechanical,20
2022-01-08T00:00:00Z,13:34:00,Saturday,Operations - Operator,10
2022-01-08T00:00:00Z,13:36:00,Saturday,Mechanical,18
2022-01-08T00:00:00Z,13:40:00,Saturday,Emergency Services,14
2022-01-08T00:00:00Z,13:42:00,Saturday,Collision - TTC,17
2022-01-08T00:00:00Z,13:56:00,Saturday,Diversion,19
